10-1075,P35498-P14867,1BYY-5OSA,DB00273,Identity:36/1589(2.3%),N/A,N/A,N/A,N/A,N/A,N/A
541-962,P28472-P47869,4COF-5O8F,DB00546,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
542-540,P47870-P18505,4COF-4COF,DB00546,N/A,N/A,N/A,N/A,N/A,N/A,N/A
542-541,P47870-P28472,4COF-4COF,DB00546,N/A,N/A,N/A,N/A,N/A,N/A,N/A
542-962,P47870-P47869,4COF-5O8F,DB00546,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
544-543,P28472-P18505,4COF-4COF,DB01558,N/A,N/A,N/A,N/A,N/A,N/A,N/A
544-545,P28472-P47870,4COF-4COF,DB01558,N/A,N/A,N/A,N/A,N/A,N/A,N/A
545-139,P47870-P48169,4COF-1VRY,DB01558,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
545-543,P47870-P18505,4COF-4COF,DB01558,N/A,N/A,N/A,N/A,N/A,N/A,N/A
545-967,P47870-P47869,4COF-5O8F,DB01558,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
546-1020,P18505-P14867,4COF-5OSA,DB01594,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
546-971,P18505-P47869,4COF-5O8F,DB01594,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
547-1020,P28472-P14867,4COF-5OSA,DB01594,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
547-546,P28472-P18505,4COF-4COF,DB01594,N/A,N/A,N/A,N/A,N/A,N/A,N/A
547-971,P28472-P47869,4COF-5O8F,DB01594,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
548-1020,P47870-P14867,4COF-5OSA,DB01594,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
548-546,P47870-P18505,4COF-4COF,DB01594,N/A,N/A,N/A,N/A,N/A,N/A,N/A
548-547,P47870-P28472,4COF-4COF,DB01594,N/A,N/A,N/A,N/A,N/A,N/A,N/A
549-550,P18505-P28472,4COF-4COF,DB01559,N/A,N/A,N/A,N/A,N/A,N/A,N/A
549-551,P18505-P47870,4COF-4COF,DB01559,N/A,N/A,N/A,N/A,N/A,N/A,N/A
55-307,P18089-P07550,1HLL-2R4R,DB00368,Identity:13/647(2.0%),N/A,N/A,N/A,N/A,N/A,N/A
550-1021,P28472-P14867,4COF-5OSA,DB01559,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
550-551,P28472-P47870,4COF-4COF,DB01559,N/A,N/A,N/A,N/A,N/A,N/A,N/A
550-972,P28472-P47869,4COF-5O8F,DB01559,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
551-1021,P47870-P14867,4COF-5OSA,DB01559,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
551-972,P47870-P47869,4COF-5O8F,DB01559,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
552-553,P18505-P28472,4COF-4COF,DB00829,N/A,N/A,N/A,N/A,N/A,N/A,N/A
552-554,P18505-P47870,4COF-4COF,DB00829,N/A,N/A,N/A,N/A,N/A,N/A,N/A
552-557,P18505-P28472,4COF-4COF,DB00829,N/A,N/A,N/A,N/A,N/A,N/A,N/A
553-1022,P28472-P14867,4COF-5OSA,DB00829,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
553-1023,P28472-P14867,4COF-5OSA,DB00829,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
553-554,P28472-P47870,4COF-4COF,DB00829,N/A,N/A,N/A,N/A,N/A,N/A,N/A
553-556,P28472-P47870,4COF-4COF,DB00829,N/A,N/A,N/A,N/A,N/A,N/A,N/A
553-557,P28472-P28472,4COF-4COF,DB00829,N/A,N/A,N/A,N/A,N/A,N/A,N/A
554-1022,P47870-P14867,4COF-5OSA,DB00829,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
554-555,P47870-P18505,4COF-4COF,DB00829,N/A,N/A,N/A,N/A,N/A,N/A,N/A
554-556,P47870-P47870,4COF-4COF,DB00829,N/A,N/A,N/A,N/A,N/A,N/A,N/A
554-557,P47870-P28472,4COF-4COF,DB00829,N/A,N/A,N/A,N/A,N/A,N/A,N/A
554-973,P47870-P47869,4COF-5O8F,DB00829,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
554-974,P47870-P47869,4COF-5O8F,DB00829,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
555-1023,P18505-P14867,4COF-5OSA,DB00829,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
555-552,P18505-P18505,4COF-4COF,DB00829,N/A,N/A,N/A,N/A,N/A,N/A,N/A
555-553,P18505-P28472,4COF-4COF,DB00829,N/A,N/A,N/A,N/A,N/A,N/A,N/A
555-557,P18505-P28472,4COF-4COF,DB00829,N/A,N/A,N/A,N/A,N/A,N/A,N/A
555-973,P18505-P47869,4COF-5O8F,DB00829,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
556-1022,P47870-P14867,4COF-5OSA,DB00829,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
556-552,P47870-P18505,4COF-4COF,DB00829,N/A,N/A,N/A,N/A,N/A,N/A,N/A
556-555,P47870-P18505,4COF-4COF,DB00829,N/A,N/A,N/A,N/A,N/A,N/A,N/A
556-557,P47870-P28472,4COF-4COF,DB00829,N/A,N/A,N/A,N/A,N/A,N/A,N/A
556-974,P47870-P47869,4COF-5O8F,DB00829,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
557-1023,P28472-P14867,4COF-5OSA,DB00829,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
558-1024,P18505-P14867,4COF-5OSA,DB01215,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
558-559,P18505-P28472,4COF-4COF,DB01215,N/A,N/A,N/A,N/A,N/A,N/A,N/A
559-561,P28472-P18505,4COF-4COF,DB01215,N/A,N/A,N/A,N/A,N/A,N/A,N/A
559-562,P28472-P47870,4COF-4COF,DB01215,N/A,N/A,N/A,N/A,N/A,N/A,N/A
559-976,P28472-P47869,4COF-5O8F,DB01215,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
560-1024,P47870-P14867,4COF-5OSA,DB01215,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
560-1025,P47870-P14867,4COF-5OSA,DB01215,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
560-558,P47870-P18505,4COF-4COF,DB01215,N/A,N/A,N/A,N/A,N/A,N/A,N/A
560-559,P47870-P28472,4COF-4COF,DB01215,N/A,N/A,N/A,N/A,N/A,N/A,N/A
560-561,P47870-P18505,4COF-4COF,DB01215,N/A,N/A,N/A,N/A,N/A,N/A,N/A
560-562,P47870-P47870,4COF-4COF,DB01215,N/A,N/A,N/A,N/A,N/A,N/A,N/A
560-563,P47870-P28472,4COF-4COF,DB01215,N/A,N/A,N/A,N/A,N/A,N/A,N/A
560-975,P47870-P47869,4COF-5O8F,DB01215,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
561-1024,P18505-P14867,4COF-5OSA,DB01215,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
561-1025,P18505-P14867,4COF-5OSA,DB01215,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
561-558,P18505-P18505,4COF-4COF,DB01215,N/A,N/A,N/A,N/A,N/A,N/A,N/A
561-562,P18505-P47870,4COF-4COF,DB01215,N/A,N/A,N/A,N/A,N/A,N/A,N/A
561-975,P18505-P47869,4COF-5O8F,DB01215,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
562-1025,P47870-P14867,4COF-5OSA,DB01215,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
562-558,P47870-P18505,4COF-4COF,DB01215,N/A,N/A,N/A,N/A,N/A,N/A,N/A
562-975,P47870-P47869,4COF-5O8F,DB01215,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
563-1024,P28472-P14867,4COF-5OSA,DB01215,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
563-1025,P28472-P14867,4COF-5OSA,DB01215,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
563-558,P28472-P18505,4COF-4COF,DB01215,N/A,N/A,N/A,N/A,N/A,N/A,N/A
563-559,P28472-P28472,4COF-4COF,DB01215,N/A,N/A,N/A,N/A,N/A,N/A,N/A
563-561,P28472-P18505,4COF-4COF,DB01215,N/A,N/A,N/A,N/A,N/A,N/A,N/A
563-562,P28472-P47870,4COF-4COF,DB01215,N/A,N/A,N/A,N/A,N/A,N/A,N/A
564-1031,P18505-P14867,4COF-5OSA,DB01567,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
564-565,P18505-P28472,4COF-4COF,DB01567,N/A,N/A,N/A,N/A,N/A,N/A,N/A
564-566,P18505-P47870,4COF-4COF,DB01567,N/A,N/A,N/A,N/A,N/A,N/A,N/A
565-566,P28472-P47870,4COF-4COF,DB01567,N/A,N/A,N/A,N/A,N/A,N/A,N/A
566-977,P47870-P47869,4COF-5O8F,DB01567,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
567-150,P18505-Q16445,4COF-1VRY,DB00690,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
567-569,P18505-P47870,4COF-4COF,DB00690,N/A,N/A,N/A,N/A,N/A,N/A,N/A
568-1034,P28472-P14867,4COF-5OSA,DB00690,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
568-150,P28472-Q16445,4COF-1VRY,DB00690,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
568-567,P28472-P18505,4COF-4COF,DB00690,N/A,N/A,N/A,N/A,N/A,N/A,N/A
568-979,P28472-P47869,4COF-5O8F,DB00690,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
569-568,P47870-P28472,4COF-4COF,DB00690,N/A,N/A,N/A,N/A,N/A,N/A,N/A
571-570,P47870-P28472,4COF-4COF,DB06716,N/A,N/A,N/A,N/A,N/A,N/A,N/A
572-1038,P18505-P14867,4COF-5OSA,DB00801,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
572-574,P18505-P47870,4COF-4COF,DB00801,N/A,N/A,N/A,N/A,N/A,N/A,N/A
572-576,P18505-P47870,4COF-4COF,DB00801,N/A,N/A,N/A,N/A,N/A,N/A,N/A
573-1037,P28472-P14867,4COF-5OSA,DB00801,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
573-1038,P28472-P14867,4COF-5OSA,DB00801,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
573-572,P28472-P18505,4COF-4COF,DB00801,N/A,N/A,N/A,N/A,N/A,N/A,N/A
573-574,P28472-P47870,4COF-4COF,DB00801,N/A,N/A,N/A,N/A,N/A,N/A,N/A
573-576,P28472-P47870,4COF-4COF,DB00801,N/A,N/A,N/A,N/A,N/A,N/A,N/A
573-981,P28472-P47869,4COF-5O8F,DB00801,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
574-577,P47870-P28472,4COF-4COF,DB00801,N/A,N/A,N/A,N/A,N/A,N/A,N/A
574-980,P47870-P47869,4COF-5O8F,DB00801,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
574-981,P47870-P47869,4COF-5O8F,DB00801,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
575-1038,P18505-P14867,4COF-5OSA,DB00801,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
575-572,P18505-P18505,4COF-4COF,DB00801,N/A,N/A,N/A,N/A,N/A,N/A,N/A
575-573,P18505-P28472,4COF-4COF,DB00801,N/A,N/A,N/A,N/A,N/A,N/A,N/A
575-574,P18505-P47870,4COF-4COF,DB00801,N/A,N/A,N/A,N/A,N/A,N/A,N/A
575-577,P18505-P28472,4COF-4COF,DB00801,N/A,N/A,N/A,N/A,N/A,N/A,N/A
575-980,P18505-P47869,4COF-5O8F,DB00801,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
575-981,P18505-P47869,4COF-5O8F,DB00801,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
576-1037,P47870-P14867,4COF-5OSA,DB00801,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
576-574,P47870-P47870,4COF-4COF,DB00801,N/A,N/A,N/A,N/A,N/A,N/A,N/A
576-575,P47870-P18505,4COF-4COF,DB00801,N/A,N/A,N/A,N/A,N/A,N/A,N/A
576-980,P47870-P47869,4COF-5O8F,DB00801,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
576-981,P47870-P47869,4COF-5O8F,DB00801,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
577-1038,P28472-P14867,4COF-5OSA,DB00801,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
577-572,P28472-P18505,4COF-4COF,DB00801,N/A,N/A,N/A,N/A,N/A,N/A,N/A
577-573,P28472-P28472,4COF-4COF,DB00801,N/A,N/A,N/A,N/A,N/A,N/A,N/A
577-576,P28472-P47870,4COF-4COF,DB00801,N/A,N/A,N/A,N/A,N/A,N/A,N/A
577-981,P28472-P47869,4COF-5O8F,DB00801,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
578-1043,P18505-P14867,4COF-5OSA,DB01587,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
578-277,P18505-P30536,4COF-2MGY,DB01587,Identity:396/3720(10.6%),N/A,N/A,N/A,N/A,N/A,N/A
579-1053,P18505-P14867,4COF-5OSA,DB00683,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
579-165,P18505-P48169,4COF-1VRY,DB00683,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
579-580,P18505-P28472,4COF-4COF,DB00683,N/A,N/A,N/A,N/A,N/A,N/A,N/A
58-501,P18825-P35367,1HLL-3RZE,DB13025,Identity:12/428(2.8%),N/A,N/A,N/A,N/A,N/A,N/A
580-1053,P28472-P14867,4COF-5OSA,DB00683,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
580-989,P28472-P47869,4COF-5O8F,DB00683,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
581-166,P47870-Q16445,4COF-1VRY,DB00683,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
581-579,P47870-P18505,4COF-4COF,DB00683,N/A,N/A,N/A,N/A,N/A,N/A,N/A
581-580,P47870-P28472,4COF-4COF,DB00683,N/A,N/A,N/A,N/A,N/A,N/A,N/A
581-989,P47870-P47869,4COF-5O8F,DB00683,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
582-990,P18505-P47869,4COF-5O8F,DB01595,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
583-167,P28472-P48169,4COF-1VRY,DB01595,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
583-582,P28472-P18505,4COF-4COF,DB01595,N/A,N/A,N/A,N/A,N/A,N/A,N/A
583-990,P28472-P47869,4COF-5O8F,DB01595,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
584-167,P47870-P48169,4COF-1VRY,DB01595,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
584-168,P47870-Q16445,4COF-1VRY,DB01595,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
584-582,P47870-P18505,4COF-4COF,DB01595,N/A,N/A,N/A,N/A,N/A,N/A,N/A
584-583,P47870-P28472,4COF-4COF,DB01595,N/A,N/A,N/A,N/A,N/A,N/A,N/A
584-990,P47870-P47869,4COF-5O8F,DB01595,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
585-1056,P18505-P14867,4COF-5OSA,DB00842,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
585-170,P18505-Q16445,4COF-1VRY,DB00842,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
585-587,P18505-P47870,4COF-4COF,DB00842,N/A,N/A,N/A,N/A,N/A,N/A,N/A
585-588,P18505-P18505,4COF-4COF,DB00842,N/A,N/A,N/A,N/A,N/A,N/A,N/A
585-590,P18505-P28472,4COF-4COF,DB00842,N/A,N/A,N/A,N/A,N/A,N/A,N/A
585-991,P18505-P47869,4COF-5O8F,DB00842,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
585-992,P18505-P47869,4COF-5O8F,DB00842,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
586-1055,P28472-P14867,4COF-5OSA,DB00842,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
586-1056,P28472-P14867,4COF-5OSA,DB00842,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
586-169,P28472-P48169,4COF-1VRY,DB00842,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
586-170,P28472-Q16445,4COF-1VRY,DB00842,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
586-171,P28472-P48169,4COF-1VRY,DB00842,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
586-585,P28472-P18505,4COF-4COF,DB00842,N/A,N/A,N/A,N/A,N/A,N/A,N/A
586-587,P28472-P47870,4COF-4COF,DB00842,N/A,N/A,N/A,N/A,N/A,N/A,N/A
586-589,P28472-P47870,4COF-4COF,DB00842,N/A,N/A,N/A,N/A,N/A,N/A,N/A
587-169,P47870-P48169,4COF-1VRY,DB00842,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
587-170,P47870-Q16445,4COF-1VRY,DB00842,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
587-171,P47870-P48169,4COF-1VRY,DB00842,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
587-172,P47870-Q16445,4COF-1VRY,DB00842,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
587-588,P47870-P18505,4COF-4COF,DB00842,N/A,N/A,N/A,N/A,N/A,N/A,N/A
587-590,P47870-P28472,4COF-4COF,DB00842,N/A,N/A,N/A,N/A,N/A,N/A,N/A
587-991,P47870-P47869,4COF-5O8F,DB00842,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
588-169,P18505-P48169,4COF-1VRY,DB00842,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
588-170,P18505-Q16445,4COF-1VRY,DB00842,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
588-172,P18505-Q16445,4COF-1VRY,DB00842,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
588-586,P18505-P28472,4COF-4COF,DB00842,N/A,N/A,N/A,N/A,N/A,N/A,N/A
588-992,P18505-P47869,4COF-5O8F,DB00842,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
589-585,P47870-P18505,4COF-4COF,DB00842,N/A,N/A,N/A,N/A,N/A,N/A,N/A
589-587,P47870-P47870,4COF-4COF,DB00842,N/A,N/A,N/A,N/A,N/A,N/A,N/A
589-588,P47870-P18505,4COF-4COF,DB00842,N/A,N/A,N/A,N/A,N/A,N/A,N/A
589-590,P47870-P28472,4COF-4COF,DB00842,N/A,N/A,N/A,N/A,N/A,N/A,N/A
589-991,P47870-P47869,4COF-5O8F,DB00842,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
59-60,P18825-P18089,1HLL-1HLL,DB00697,N/A,N/A,N/A,N/A,N/A,N/A,N/A
590-1055,P28472-P14867,4COF-5OSA,DB00842,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
590-1056,P28472-P14867,4COF-5OSA,DB00842,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
590-169,P28472-P48169,4COF-1VRY,DB00842,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
590-170,P28472-Q16445,4COF-1VRY,DB00842,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
590-172,P28472-Q16445,4COF-1VRY,DB00842,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
590-586,P28472-P28472,4COF-4COF,DB00842,N/A,N/A,N/A,N/A,N/A,N/A,N/A
590-588,P28472-P18505,4COF-4COF,DB00842,N/A,N/A,N/A,N/A,N/A,N/A,N/A
590-992,P28472-P47869,4COF-5O8F,DB00842,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
591-1059,P18505-P14867,4COF-5OSA,DB01588,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
591-1060,P18505-P14867,4COF-5OSA,DB01588,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
591-592,P18505-P28472,4COF-4COF,DB01588,N/A,N/A,N/A,N/A,N/A,N/A,N/A
591-593,P18505-P47870,4COF-4COF,DB01588,N/A,N/A,N/A,N/A,N/A,N/A,N/A
591-596,P18505-P28472,4COF-4COF,DB01588,N/A,N/A,N/A,N/A,N/A,N/A,N/A
591-995,P18505-P47869,4COF-5O8F,DB01588,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
592-1059,P28472-P14867,4COF-5OSA,DB01588,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
592-593,P28472-P47870,4COF-4COF,DB01588,N/A,N/A,N/A,N/A,N/A,N/A,N/A
592-594,P28472-P18505,4COF-4COF,DB01588,N/A,N/A,N/A,N/A,N/A,N/A,N/A
592-595,P28472-P47870,4COF-4COF,DB01588,N/A,N/A,N/A,N/A,N/A,N/A,N/A
592-596,P28472-P28472,4COF-4COF,DB01588,N/A,N/A,N/A,N/A,N/A,N/A,N/A
592-996,P28472-P47869,4COF-5O8F,DB01588,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
593-1059,P47870-P14867,4COF-5OSA,DB01588,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
593-595,P47870-P47870,4COF-4COF,DB01588,N/A,N/A,N/A,N/A,N/A,N/A,N/A
593-596,P47870-P28472,4COF-4COF,DB01588,N/A,N/A,N/A,N/A,N/A,N/A,N/A
593-996,P47870-P47869,4COF-5O8F,DB01588,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
594-1060,P18505-P14867,4COF-5OSA,DB01588,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
594-591,P18505-P18505,4COF-4COF,DB01588,N/A,N/A,N/A,N/A,N/A,N/A,N/A
594-593,P18505-P47870,4COF-4COF,DB01588,N/A,N/A,N/A,N/A,N/A,N/A,N/A
594-595,P18505-P47870,4COF-4COF,DB01588,N/A,N/A,N/A,N/A,N/A,N/A,N/A
594-995,P18505-P47869,4COF-5O8F,DB01588,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
595-591,P47870-P18505,4COF-4COF,DB01588,N/A,N/A,N/A,N/A,N/A,N/A,N/A
595-596,P47870-P28472,4COF-4COF,DB01588,N/A,N/A,N/A,N/A,N/A,N/A,N/A
595-995,P47870-P47869,4COF-5O8F,DB01588,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
596-594,P28472-P18505,4COF-4COF,DB01588,N/A,N/A,N/A,N/A,N/A,N/A,N/A
596-995,P28472-P47869,4COF-5O8F,DB01588,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
596-996,P28472-P47869,4COF-5O8F,DB01588,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
597-598,P28472-P47870,4COF-4COF,DB00818,N/A,N/A,N/A,N/A,N/A,N/A,N/A
599-597,P47870-P28472,4COF-4COF,DB00818,N/A,N/A,N/A,N/A,N/A,N/A,N/A
599-598,P47870-P47870,4COF-4COF,DB00818,N/A,N/A,N/A,N/A,N/A,N/A,N/A
599-600,P47870-P28472,4COF-4COF,DB00818,N/A,N/A,N/A,N/A,N/A,N/A,N/A
600-597,P28472-P28472,4COF-4COF,DB00818,N/A,N/A,N/A,N/A,N/A,N/A,N/A
600-598,P28472-P47870,4COF-4COF,DB00818,N/A,N/A,N/A,N/A,N/A,N/A,N/A
601-1064,P18505-P14867,4COF-5OSA,DB01589,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
601-999,P18505-P47869,4COF-5O8F,DB01589,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
602-1063,P28472-P14867,4COF-5OSA,DB01589,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
602-601,P28472-P18505,4COF-4COF,DB01589,N/A,N/A,N/A,N/A,N/A,N/A,N/A
603-601,P18505-P18505,4COF-4COF,DB01589,N/A,N/A,N/A,N/A,N/A,N/A,N/A
603-602,P18505-P28472,4COF-4COF,DB01589,N/A,N/A,N/A,N/A,N/A,N/A,N/A
603-604,P18505-P28472,4COF-4COF,DB01589,N/A,N/A,N/A,N/A,N/A,N/A,N/A
604-1000,P28472-P47869,4COF-5O8F,DB01589,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
604-1063,P28472-P14867,4COF-5OSA,DB01589,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
604-1064,P28472-P14867,4COF-5OSA,DB01589,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
604-601,P28472-P18505,4COF-4COF,DB01589,N/A,N/A,N/A,N/A,N/A,N/A,N/A
604-602,P28472-P28472,4COF-4COF,DB01589,N/A,N/A,N/A,N/A,N/A,N/A,N/A
605-1005,P18505-P47869,4COF-5O8F,DB00231,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
605-1006,P18505-P47869,4COF-5O8F,DB00231,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
605-1071,P18505-P14867,4COF-5OSA,DB00231,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
605-606,P18505-P28472,4COF-4COF,DB00231,N/A,N/A,N/A,N/A,N/A,N/A,N/A
605-607,P18505-P47870,4COF-4COF,DB00231,N/A,N/A,N/A,N/A,N/A,N/A,N/A
605-608,P18505-P18505,4COF-4COF,DB00231,N/A,N/A,N/A,N/A,N/A,N/A,N/A
606-189,P28472-P48169,4COF-1VRY,DB00231,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
606-607,P28472-P47870,4COF-4COF,DB00231,N/A,N/A,N/A,N/A,N/A,N/A,N/A
606-609,P28472-P47870,4COF-4COF,DB00231,N/A,N/A,N/A,N/A,N/A,N/A,N/A
607-1005,P47870-P47869,4COF-5O8F,DB00231,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
